Vak,Methode,Leerjaar,Niveau,Boek-ID,Ebook,Ebook-ID,Tijdstempel,CDN-ID
Geschiedenis,Geschiedeniswerkplaats,3,vwo,7ef177d7-7d3e-49dc-ab79-f03ef8132160,Geschiedeniswerkplaats vwo 3 information book,2852c40c-f332-4cad-b778-5cd34b3beba1,20200508070203,
,,,,,Geschiedeniswerkplaats vwo 3 workbook,83663c64-3ffc-449b-b993-88abc51aaf24,20200508071352,
Geschiedenis,Geschiedeniswerkplaats,3,vwo,d080f535-755f-44e9-8635-83461f915df7,Geschiedeniswerkplaats vwo 3 informatieboek derde editie,58c7655e-5bbd-42ff-92c7-3e05253e62c9,20200303143721,
,,,,,Geschiedeniswerkplaats vwo 3 werkboek derde editie,18583482-c5c9-4a99-af84-5635bd72de0e,20200310083023,
Geschiedenis,Geschiedeniswerkplaats,"3, 4",vmbo kgt,e9cfd9cb-b175-47e3-ac15-05d2bcd03c1c,Geschiedeniswerkplaats vmbo-kgt 3/4 Leeropdrachtenboek derde editie FLEX,46c1772c-b97f-4040-a89f-ae5d48c1d954,20201220215633,
Geschiedenis,Geschiedeniswerkplaats,4,vmbo kgt,dd02b91c-8914-41db-9790-8491db9cab41,Geschiedeniswerkplaats vmbo-kgt 4 Leeropdrachtenboek derde editie FLEX,78231397-8197-4211-b3ba-13020fccd5c0,20220125103702,62899ca6-5773-4bbc-a41d-a89dcf614712
Geschiedenis,Geschiedeniswerkplaats,"4, 5",havo,e1893d38-61d7-4259-be36-a65219d23c85,Geschiedeniswerkplaats Tweede Fase havo themakatern Het Midden-Oosten en Noord-Afrika derde editie,3a6cd450-ee74-4c6a-b958-0e78b7005cc3,20200708083746,
Geschiedenis,Geschiedeniswerkplaats,"4, 5",havo,00b534de-702c-4ef0-82fc-9eb46bb98206,Geschiedeniswerkplaats Tweede Fase havo themakatern Rechtsstaat en democratie derde editie,c12652e2-652c-43c0-88a4-93efcfbc262d,20190430071024,
Geschiedenis,Geschiedeniswerkplaats,"4, 5",havo,566486aa-eb14-4625-b763-ad322c87d7eb,Geschiedeniswerkplaats Tweede Fase havo examenkatern historische contexten,726d53ba-7a06-4c3c-8ed3-1d9b6f667b46,20190524084235,
Geschiedenis,Geschiedeniswerkplaats,"4, 5",havo,8d9e2d89-bebf-4929-8c84-d12b0ef92874,Geschiedeniswerkplaats Geschiedenis Tweede Fase havo handboek historisch overzicht derde editie,b3ec4a19-3acd-468e-9813-248475bb2dfd,20190228121314,
,,,,,Geschiedenis Tweede Fase havo opdrachtenboek historisch overzicht derde editie,758147b0-a344-42a2-9302-7b1d84dcb78c,20190228121953,
Geschiedenis,Geschiedeniswerkplaats,"4, 5, 6",vwo,26986831-b3e1-4ead-b3c9-59436e2ab2a1,Geschiedeniswerkplaats Tweede Fase vwo examenkatern historische contexten,d1d28c72-5aca-4174-b655-a40e791fd2d0,20190524090038,
Geschiedenis,Geschiedeniswerkplaats,"4, 5, 6",vwo,448941cd-901c-4444-b10c-63525de03993,Geschiedeniswerkplaats Tweede Fase vwo Themakatern Het Midden-Oosten en Noord-Afrika derde editie,c26d5f4a-f61d-44f1-8799-ede43a61c9a6,20200708085044,
Geschiedenis,Geschiedeniswerkplaats,"4, 5, 6",vwo,840616f4-44d3-4071-98c6-ad12c723bbe7,Geschiedeniswerkplaats Tweede Fase vwo themakatern Geloof en verstand derde editie,8bcd63c2-f2c5-41be-b136-82ce0d643045,20200303144226,
Geschiedenis,Geschiedeniswerkplaats,"4, 5, 6",vwo,882a88ca-ee9c-422e-85cb-c290e2b79237,Geschiedeniswerkplaats Geschiedenis Tweede Fase vwo handboek historisch overzicht derde editie,6a2781e6-a2c2-42fc-a392-6daf06cb3f9e,20181030131430,
,,,,,Geschiedeniswerkplaats Geschiedenis Tweede Fase vwo opdrachtenboek historisch overzicht derde editie,991676e6-f2e8-42ad-a4fc-4541ea4c3170,20181030124743,
